Series Name,Series Code,Country Name,Country Code,1992 [YR1992],1993 [YR1993],1994 [YR1994],1995 [YR1995],1996 [YR1996],1997 [YR1997],1998 [YR1998],1999 [YR1999],2000 [YR2000],2001 [YR2001],2002 [YR2002],2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018]
Urban population,SP.URB.TOTL,Afghanistan,AFG,3093388,3391712,3677087,3916250,4093837,4220821,4321585,4434762,4587799,4790054,5031158,5293385,5563505,5824290,6055021,6263748,6464836,6680730,6927765,7212518,7528589,7865068,8204880,8535606,8852834,9164768,9476982
Urban population,SP.URB.TOTL,Albania,ALB,1209490,1219882,1230218,1240399,1250518,1260414,1270214,1279853,1289391,1298584,1327220,1354848,1381828,1407298,1430886,1452398,1473392,1495260,1519519,1546929,1575788,1603505,1630119,1654503,1680247,1706345,1728969
Urban population,SP.URB.TOTL,Algeria,DZA,14502591,15044499,15579366,16103499,16615714,17115300,17606298,18103945,18600199,19094843,19591211,20095409,20615999,21159466,21729736,22327435,22955887,23612220,24299170,25016299,25763114,26536380,27332603,28146508,28977623,29821728,30670076
Urban population,SP.URB.TOTL,American Samoa,ASM,41312,42684,44016,45333,46643,47921,49139,50278,51217,51764,52221,52532,52640,52470,52016,51305,50476,49702,49126,48787,48666,48668,48699,48684,48603,48481,48336
Urban population,SP.URB.TOTL,Andorra,AND,55540,57383,58846,59812,60131,59932,59603,59647,60417,61994,64193,66745,69198,71209,72739,73842,74639,75096,75011,74306,73056,71511,70057,68903,68211,67873,67815
Urban population,SP.URB.TOTL,Angola,AGO,5067881,5427582,5806614,6159458,6530151,6918999,7328065,7758424,8212003,8688765,9190862,9721266,10284524,10882818,11437892,12025599,12644651,13291077,13963065,14660281,15383123,16130308,16900844,17691524,18502164,19332895,20184724
Urban population,SP.URB.TOTL,Antigua and Barbuda,ATG,22615,22831,23073,23322,23572,23822,24056,24262,24419,24507,24349,24161,23973,23802,23661,23530,23402,23263,23097,22940,23077,23198,23302,23393,23484,23582,23684
Urban population,SP.URB.TOTL,Argentina,ARG,29352237,29809445,30260588,30705906,31145813,31579653,32009558,32438320,32867365,33297960,33728928,34159484,34588884,35015688,35439468,35861117,36284568,36714243,37055902,37543830,38027774,38509756,38990109,39467043,39940546,40410674,40877099
Urban population,SP.URB.TOTL,Armenia,ARM,2302489,2240034,2178120,2125284,2084082,2052293,2027675,2006226,1984986,1964184,1948905,1935615,1921598,1906159,1888550,1869219,1850406,1835095,1825368,1821998,1823993,1830236,1838076,1845589,1852180,1858250,1863995
Urban population,SP.URB.TOTL,Aruba,ABW,34119,35949,37721,39172,40238,40970,41489,41947,42450,43045,43670,44245,44672,44888,44880,44688,44379,44051,43776,43820,44059,44351,44666,44978,45293,45614,45949
Urban population,SP.URB.TOTL,Australia,AUS,14920611,15044687,15181749,15342767,15521685,15672048,15811356,15967866,16133530,16326333,16550802,16780377,17000206,17250330,17531121,17666387,18049708,18451611,18767085,19056040,19414834,19775013,20095657,20410546,20755798,21133982,21488110
Urban population,SP.URB.TOTL,Austria,AUT,4893935,4912877,4910076,4895821,4880469,4864091,4847335,4834637,4824004,4820068,4821291,4822095,4829142,4839033,4839801,4832038,4823638,4812679,4800510,4792887,4817487,4861991,4916377,4988134,5058968,5110858,5153759
Urban population,SP.URB.TOTL,Azerbaijan,AZE,3922231,3959053,3989328,4011953,4028686,4043596,4057628,4085971,4135854,4184325,4232008,4280744,4335079,4396406,4461940,4530068,4643726,4759039,4835557,4920166,5008847,5098727,5189181,5279540,5368846,5453517,5534464
Urban population,SP.URB.TOTL,"Bahamas, The",BHS,213602,218256,222720,226836,230535,233902,237162,240614,244418,248295,252562,257180,262054,267084,272307,277676,282996,288018,292563,296570,300071,303261,306388,309636,313041,316565,320173
Urban population,SP.URB.TOTL,Bahrain,BHR,462394,473985,485794,498241,511450,525808,542379,562549,587329,616418,649665,688245,733576,786210,847744,916668,986795,1049728,1099827,1133658,1153855,1168206,1187969,1220935,1270239,1332508,1401306
Urban population,SP.URB.TOTL,Bangladesh,BGD,22255442,23136115,24044693,24983814,25958280,26961629,27993765,29046504,30114490,31346175,32796273,34276155,35772636,37274029,38777274,40283012,41802030,43352797,44954428,46610536,48311264,50047694,51817405,53608407,55423124,57259998,59115518
Urban population,SP.URB.TOTL,Barbados,BRB,96331,95740,95160,94590,94027,93478,92928,92366,91844,91637,91408,91171,90945,90746,90584,90441,90299,90131,89915,89707,89515,89351,89230,89162,89149,89186,89280
Urban population,SP.URB.TOTL,Belarus,BLR,6821128,6876034,6907388,6924262,6939798,6949361,6956101,6966778,6983033,6995457,6998521,6996348,6994710,6992229,6993921,7005597,7024602,7049739,7081770,7114020,7150971,7195632,7246350,7302153,7354014,7390686,7418413
Urban population,SP.URB.TOTL,Belgium,BEL,9697796,9743821,9781788,9810102,9836805,9868070,9896510,9926274,9956937,9997106,10047703,10095562,10144977,10206487,10279407,10360589,10448114,10537701,10639649,10784163,10856360,10912673,10966157,11034732,11095615,11143219,11198627
Urban population,SP.URB.TOTL,Belize,BLZ,91447,92583,94057,96082,98741,101931,105437,108931,112274,115752,119029,122178,125345,128597,131964,135398,138874,142366,145844,149359,152932,156543,160198,163882,167603,171357,175155
Urban population,SP.URB.TOTL,Benin,BEN,1910226,1995344,2082660,2170763,2259208,2348393,2439229,2533358,2631923,2735155,2847832,2973327,3103024,3236233,3372952,3513642,3658705,3808659,3964235,4125678,4293033,4466251,4646154,4832686,5026050,5226414,5433800
Urban population,SP.URB.TOTL,Bermuda,BMU,58595,58910,59320,59746,60129,60497,60943,61285,61833,62504,62912,63325,63740,64154,64523,64888,65273,65636,65124,64564,64798,65001,65138,65237,64554,63873,63919
Urban population,SP.URB.TOTL,Bhutan,BTN,96011,100079,104514,109797,116178,123589,131935,140906,150224,159845,169838,180115,190589,200884,208476,215878,223217,230700,238507,246710,255172,263845,272651,281531,290468,299470,308510
Urban population,SP.URB.TOTL,Bolivia,BOL,4120463,4247234,4376660,4508611,4642823,4779299,4917892,5058609,5201396,5346007,5489006,5632753,5777979,5924368,6072091,6220823,6370957,6522380,6675283,6829809,6985733,7137082,7285464,7434136,7583054,7732023,7881917
Urban population,SP.URB.TOTL,Bosnia and Herzegovina,BIH,1688685,1639571,1594530,1562903,1548306,1548302,1559273,1574791,1589898,1603529,1617064,1630152,1642995,1655428,1667404,1678242,1686414,1690104,1688142,1679673,1665461,1647981,1631018,1617733,1609084,1604580,1603630
Urban population,SP.URB.TOTL,Botswana,BWA,633269,661583,690257,719616,749804,780641,811945,843325,874565,905362,930220,954416,979659,1006476,1035454,1086415,1138731,1190401,1240193,1287139,1320976,1352456,1386175,1424167,1467302,1514887,1565359
Urban population,SP.URB.TOTL,Brazil,BRA,116379448,119489202,122608542,125743636,128896588,132175407,135456373,138709640,141915772,144508695,147005324,149452653,151843987,154176529,156447982,158660054,160823508,162949974,165055096,167158531,169240747,171300683,173346780,175375428,177386817,179379296,181335496
Urban population,SP.URB.TOTL,British Virgin Islands,VGB,7304,7489,7654,7803,7937,8052,8171,8311,8486,8693,8943,9236,9581,9984,10454,10980,11522,12025,12456,12790,13038,13229,13396,13578,13784,13996,14219
Urban population,SP.URB.TOTL,Brunei Darussalam,BRN,183719,190430,197192,203950,210669,217331,223937,230532,237094,243643,249839,255860,261646,267127,272250,277071,281725,286422,291324,296486,301865,307343,312792,318086,323197,328175,332997
Urban population,SP.URB.TOTL,Bulgaria,BGR,5726692,5704408,5704237,5697800,5687307,5671407,5652100,5638810,5629167,5539603,5448708,5433321,5419782,5406009,5391557,5378166,5366322,5357245,5347166,5337678,5331472,5326274,5320503,5310996,5298039,5283539,5269340
Urban population,SP.URB.TOTL,Burkina Faso,BFA,1332276,1393992,1458744,1526700,1598127,1693156,1810936,1936788,2071323,2214527,2367405,2530419,2704757,2890682,3089299,3277397,3457080,3645825,3844032,4051999,4269915,4497998,4736621,4985853,5245964,5516712,5798635
Urban population,SP.URB.TOTL,Burundi,BDI,377351,395601,413753,431726,449175,466384,484330,503627,526002,552126,582052,615468,651765,690455,731647,775530,822199,871341,923258,977810,1034996,1095417,1159265,1227129,1299254,1375680,1456375
Urban population,SP.URB.TOTL,Cabo Verde,CPV,163555,171688,180051,188385,196596,204699,212741,220760,228797,236546,244272,251945,259570,267120,274601,282014,289440,296945,304557,310898,317397,324018,330712,337408,344094,350777,357427
Urban population,SP.URB.TOTL,Cambodia,KHM,1562344,1653844,1748472,1844685,1942110,2040526,2129274,2195430,2259173,2320184,2378419,2434573,2489817,2545033,2600254,2655689,2717205,2808855,2904519,3004694,3109364,3217889,3329690,3443896,3560344,3678963,3800502
Urban population,SP.URB.TOTL,Cameroon,CMR,5101921,5325605,5555026,5789921,6030361,6276411,6529698,6792206,7065360,7349440,7645217,7953195,8274119,8607974,8955662,9317567,9693721,10083757,10487738,10905610,11337561,11783317,12242757,12715788,13202430,13702217,14215415
Urban population,SP.URB.TOTL,Canada,CAN,21813814,22130869,22450573,22760570,23081461,23428320,23739358,24048329,24388404,24757782,25052940,25304780,25566897,25834340,26126316,26441461,26789863,27158023,27522537,27847821,28166078,28479640,28781576,29011826,29357013,29729597,30175132
Urban population,SP.URB.TOTL,Cayman Islands,CYM,27784,29068,30521,32161,34065,36155,38330,40423,42305,43934,45347,46624,47899,49261,50729,52280,53835,55321,56672,57877,58963,59933,60848,61721,62564,63382,64172
Urban population,SP.URB.TOTL,Central African Republic,CAF,1094533,1129146,1164627,1199829,1234369,1268566,1302438,1336285,1370218,1403944,1437281,1470348,1503409,1537371,1572816,1609473,1645503,1678400,1706627,1729234,1747414,1764188,1783838,1809714,1843116,1883450,1930199
Urban population,SP.URB.TOTL,Chad,TCD,1349854,1405205,1453859,1505291,1559394,1616103,1676078,1739885,1807913,1880533,1957352,2037420,2119063,2201166,2283208,2365687,2449318,2535602,2627677,2726092,2830799,2941282,3056812,3177085,3302147,3432531,3569009
Urban population,SP.URB.TOTL,Channel Islands,CHI,44130,43991,43869,43793,43882,44221,44583,44928,45222,45467,45711,45950,46243,46629,47131,47734,48386,49025,49599,50053,50331,50586,50865,51207,51629,52141,52707
Urban population,SP.URB.TOTL,Chile,CHL,11464829,11699242,11931322,12158301,12378986,12593725,12802519,13006347,13205621,13400180,13583643,13736098,13888984,14043844,14202581,14364745,14529331,14693851,14857028,15015966,15171199,15330440,15504113,15698029,15918735,16159784,16400007
Urban population,SP.URB.TOTL,China,CHN,328521540,342961393,357836540,373035157,388593258,404485562,420606126,436766058,452999147,471767321,491993700,512473984,533257098,554367818,575118254,595670841,616481190,637407288,658498663,679390629,700996454,722694421,744357517,765822300,787376534,809246214,829760595
Urban population,SP.URB.TOTL,Colombia,COL,24238651,24870588,25506164,26142216,26777679,27410870,28043541,28676309,29309133,29941978,30573545,31200435,31817836,32422511,33015425,33597407,34166609,34720224,35257425,35769913,36262053,36759801,37299404,37904385,38592067,39346013,40115208
Urban population,SP.URB.TOTL,Comoros,COM,124106,127548,131038,134541,138071,141617,145173,148735,152294,155851,159409,162991,166645,170490,174541,178801,183274,187978,192929,198124,203573,209277,215196,221336,227692,234270,241082
Urban population,SP.URB.TOTL,"Congo, Dem. Rep.",COD,11762424,12400107,13037938,13652805,14233457,14788171,15338241,15915279,16544510,17234262,17981231,18783708,19635482,20534301,21483250,22487133,23545867,24661566,25833935,27065208,28355104,29704529,31115108,32586913,34121209,35717778,37376674
Urban population,SP.URB.TOTL,"Congo, Rep.",COG,1373503,1422781,1474008,1527400,1583234,1642924,1705051,1769309,1835639,1903599,1973547,2046738,2124992,2209458,2301053,2399049,2501002,2603311,2703396,2800042,2894148,2987549,3083054,3182829,3287507,3396521,3509318
Urban population,SP.URB.TOTL,Costa Rica,CRI,1703472,1778651,1855766,1934473,2014762,2096262,2178261,2259648,2339858,2436984,2532442,2626685,2720493,2814376,2908608,3002810,3096961,3190512,3283623,3376037,3466591,3555161,3641667,3726120,3808499,3888685,3966558
Urban population,SP.URB.TOTL,Cote d'Ivoire,CIV,5136246,5369837,5608866,5851721,6098786,6349436,6600867,6852482,7101009,7342527,7578948,7814052,8053836,8302480,8561993,8832387,9114825,9409746,9718242,10041392,10379711,10732982,11100530,11483937,11883014,12298404,12729902
Urban population,SP.URB.TOTL,Croatia,HRV,2360573,2383868,2421285,2415305,2392886,2391671,2400581,2400611,2387324,2306414,2315000,2322932,2330812,2341055,2348849,2355577,2362537,2367290,2369143,2368126,2368751,2370674,2370234,2360534,2354458,2337248,2327904
Urban population,SP.URB.TOTL,Cuba,CUB,7926352,7981609,8034226,8087462,8141672,8200317,8263023,8323370,8380756,8435471,8487665,8528229,8554893,8573896,8584106,8586852,8586510,8588995,8598651,8617291,8643323,8668177,8690603,8708301,8720099,8728618,8734568
Urban population,SP.URB.TOTL,Curacao,CUW,122964,124420,125783,127258,129273,130794,129469,125761,121481,117447,117440,119730,121652,124627,127696,130064,131527,132200,133691,135409,136353,137738,139450,141158,142535,142881,142040
Urban population,SP.URB.TOTL,Cyprus,CYP,541196,555047,568519,581991,595336,608531,621603,634594,647548,660371,671118,681117,691221,701561,712252,723130,733725,743351,751584,758208,763443,767957,772396,777234,782634,788454,794546
Urban population,SP.URB.TOTL,Czech Republic,CZE,7742438,7737165,7726630,7708571,7686196,7664419,7643675,7622397,7587516,7547721,7526242,7517054,7512306,7515659,7528974,7565828,7621676,7657912,7673029,7681562,7693579,7705910,7723921,7748928,7773650,7805452,7844036
Urban population,SP.URB.TOTL,Denmark,DNK,4390390,4406442,4422754,4447268,4473929,4493986,4511769,4528106,4544013,4563004,4582981,4601394,4624434,4652908,4681382,4712839,4751268,4785983,4815111,4844002,4872608,4901386,4932961,4974525,5020143,5059173,5091100
Urban population,SP.URB.TOTL,Djibouti,DJI,468428,471343,474577,480984,491407,504849,520141,535374,549176,561331,572341,582415,591940,601229,610273,619017,627773,636958,646941,657873,669663,682099,694826,707590,720326,733075,745822
Urban population,SP.URB.TOTL,Dominica,DMA,45551,45788,45997,46098,46048,45888,45684,45513,45457,45552,45877,46263,46666,47007,47312,47578,47811,48034,48263,48496,48735,48990,49252,49523,49829,50151,50484
Urban population,SP.URB.TOTL,Dominican Republic,DOM,4131408,4228814,4360657,4503725,4647676,4792113,4937446,5083816,5231292,5379713,5529103,5717747,5923402,6128825,6334156,6539067,6743610,6947156,7150440,7342937,7527833,7711913,7895297,8077901,8259547,8439610,8615853
Urban population,SP.URB.TOTL,Ecuador,ECU,6025252,6219532,6417028,6617214,6820256,7025664,7232582,7439883,7646590,7851984,8033023,8197752,8363683,8532064,8703740,8878732,9055766,9233269,9410467,9580934,9746825,9915342,10091288,10278098,10477466,10687236,10903409
Urban population,SP.URB.TOTL,"Egypt, Arab Rep.",EGY,25351103,25795988,26238204,26687689,27145813,27681744,28270159,28862915,29457843,30055505,30659221,31267887,31879899,32495529,33111796,33700834,34289704,34919602,35603060,36347578,37114895,37919407,38737024,39551545,40359122,41185808,42030815
Urban population,SP.URB.TOTL,El Salvador,SLV,2725225,2823039,2931352,3038770,3144718,3248779,3351108,3410870,3468697,3524432,3578118,3630072,3680964,3731013,3780593,3832861,3904587,3976013,4047471,4119159,4191073,4263187,4335704,4408609,4481140,4553135,4624410
Urban population,SP.URB.TOTL,Equatorial Guinea,GNQ,164443,174840,186039,201161,217619,235468,254764,275466,297586,321086,346134,372910,401728,432777,466233,502050,540133,580245,622236,666013,711522,748580,786523,825201,864455,904178,944327
Urban population,SP.URB.TOTL,Eritrea,ERI,458156,470448,482621,496260,511623,528778,549470,575798,609484,651980,703157,760628,820403,879061,935315,989368,1041346,1079024,1115201,1149669,..,..,..,..,..,..,..
Urban population,SP.URB.TOTL,Estonia,EST,1086348,1055960,1030882,1009954,992487,978597,966608,966817,969061,961159,953352,945646,938279,931205,924006,918084,913914,910446,906655,902194,899089,897846,897427,899949,902145,905267,910578
Urban population,SP.URB.TOTL,Eswatini,SWZ,182225,190271,198379,206555,214838,222366,224882,226825,228092,228619,228523,228043,227487,227118,227008,227600,231461,235412,239376,243351,246606,249963,253487,257241,261332,265736,270422
Urban population,SP.URB.TOTL,Ethiopia,ETH,6744718,7125616,7519514,7888014,8247227,8610539,8981735,9363838,9761537,10174157,10604081,11049316,11510093,11986371,12478999,13001477,13689471,14413056,15178365,15986316,16839220,17717911,18635948,19590312,20581864,21609825,22678264
Urban population,SP.URB.TOTL,Faroe Islands,FRO,14899,15084,15281,15545,15887,16188,16434,16649,16983,17472,17960,18366,18682,18988,19187,19293,19385,19475,19564,19646,19723,19813,19906,20009,20125,20255,20400
Urban population,SP.URB.TOTL,Fiji,FJI,321283,331677,342326,352789,363031,370461,377054,383114,388539,393125,396965,400572,404671,409743,416120,423586,432366,440971,448575,454892,460180,464880,469753,475368,481873,489114,496945
Urban population,SP.URB.TOTL,Finland,FIN,4040047,4073879,4105674,4135420,4162332,4187218,4210769,4232899,4253964,4273258,4290649,4307931,4327463,4349276,4372951,4398523,4426008,4454167,4492880,4543014,4593267,4629925,4651843,4669930,4686120,4699884,4709266
Urban population,SP.URB.TOTL,France,FRA,43785893,44077092,44342929,44604031,44863819,45123543,45390690,45743981,46214923,46709572,47206862,47699496,48209409,48730237,49228312,49690036,50127509,50547195,50961405,51373808,51791148,52228059,52647802,53009026,53323902,53654868,53979477
Urban population,SP.URB.TOTL,French Polynesia,PYF,118886,120328,121837,123505,125375,127685,130149,132579,134894,137079,139148,142127,145485,148584,151389,153913,156236,158469,160714,163001,165322,166479,167465,168468,169507,170591,171696
Urban population,SP.URB.TOTL,Gabon,GAB,719336,751721,781531,811511,841987,873005,904527,936488,968917,1001790,1035389,1070252,1107101,1146536,1188550,1233155,1281023,1332880,1389181,1450331,1515815,1583686,1651170,1716265,1778160,1837187,1893996
Urban population,SP.URB.TOTL,"Gambia, The",GMB,416333,441170,464737,489374,515203,542096,570243,599747,630760,663374,697680,733010,767537,803056,839503,877006,915780,956056,998130,1042056,1087862,1135416,1184628,1235413,1287718,1341601,1397012
Urban population,SP.URB.TOTL,Georgia,GEO,2658933,2667710,2615350,2507764,2407551,2321114,2254204,2198282,2146120,2103451,2086373,2087702,2090052,2091919,2095077,2099115,2107603,2103652,2102941,2100564,2099468,2107360,2122558,2140097,2155877,2170854,2184950
Urban population,SP.URB.TOTL,Germany,DEU,59146205,59647492,60028206,60378049,60725922,60986289,61167004,61376500,61629857,61902439,62174878,62376854,62529997,62660267,62753557,62833410,62875807,62877220,62940432,61940177,62064608,62242278,62510392,63062064,63592936,63861626,64096118
Urban population,SP.URB.TOTL,Ghana,GHA,5933400,6224295,6523645,6829443,7141466,7459805,7786740,8123933,8469006,8811788,9166547,9534974,9919287,10320074,10739262,11176323,11628987,12092964,12566486,13047761,13537133,14034998,14543045,15062520,15593581,16135330,16687441
Urban population,SP.URB.TOTL,Gibraltar,GIB,28844,28680,28605,28688,28970,29404,29945,30526,31081,31604,32097,32556,32930,33222,33420,33524,33570,33562,33585,33608,33653,33694,33726,33742,33738,33723,33715
Urban population,SP.URB.TOTL,Greece,GRC,7462054,7518737,7569094,7617319,7663691,7714274,7770011,7812670,7857551,7919906,7991509,8052786,8114802,8180275,8246206,8308341,8371303,8433780,8484693,8511794,8505100,8482139,8463623,8445266,8446960,8466513,8485202
Urban population,SP.URB.TOTL,Greenland,GRL,44406,44438,44790,45143,45335,45487,45638,45708,45859,46122,46473,46739,46997,47175,47220,47213,47196,47360,48018,48217,48402,48322,48308,48298,48503,48630,48637
Urban population,SP.URB.TOTL,Grenada,GRD,32786,33385,34003,34569,35062,35507,35916,36311,36711,37083,37219,37344,37461,37567,37661,37743,37835,37947,38098,38292,38542,38829,39136,39454,39774,40096,40425
Urban population,SP.URB.TOTL,Guam,GUM,124828,128028,131119,133994,136641,139050,141208,143095,144651,145812,146696,147368,147872,148317,148697,149034,149361,149691,150031,150409,150834,151374,152070,153004,154177,155572,157117
Urban population,SP.URB.TOTL,Guatemala,GTM,4071017,4208693,4348255,4490594,4635095,4781726,4933129,5089420,5253870,5421506,5588466,5750534,5911891,6074432,6238013,6402661,6568347,6734651,6902116,7072123,7243152,7418337,7597137,7779195,7964335,8153103,8345772
Urban population,SP.URB.TOTL,Guinea,GIN,1920852,1992593,2066412,2142724,2221968,2302606,2383622,2464349,2543832,2621416,2697745,2774557,2854180,2938479,3028542,3124050,3224126,3327236,3432518,3539413,3648854,3762925,3884552,4017353,4162449,4319326,4486525
Urban population,SP.URB.TOTL,Guinea-Bissau,GNB,339482,350955,362579,374249,385926,397668,409664,422179,435389,449390,464198,479786,496132,513185,530989,549571,569008,589354,610731,633138,656566,680896,705998,731764,758123,785097,812698
Urban population,SP.URB.TOTL,Guyana,GUY,220117,221076,221795,221819,220997,219502,217623,215772,214263,213174,212399,210927,209284,207596,205854,204109,202424,200904,199603,198536,199422,200450,201637,202917,204272,205727,207263
Urban population,SP.URB.TOTL,Haiti,HTI,2254403,2341909,2431753,2523935,2618588,2713741,2811191,2911009,3013114,3206868,3408428,3617449,3770733,3920687,4074700,4232451,4394109,4558835,4726821,4897847,5071849,5248179,5426831,5607351,5788114,5968477,6148673
Urban population,SP.URB.TOTL,Honduras,HND,2173814,2262580,2355038,2451506,2552137,2656724,2764783,2875642,2988641,3103449,3229731,3358946,3490501,3623946,3759509,3896842,4035650,4175237,4315518,4455998,4597021,4738709,4882044,5027133,5174308,5323340,5474092
Urban population,SP.URB.TOTL,"Hong Kong SAR, China",HKG,5799282,5901000,6035400,6156100,6435500,6489300,6543700,6606500,6665000,6714300,6744100,6730800,6783500,6813200,6857100,6916300,6957800,6972800,7024200,7071600,7150100,7178900,7229500,7291300,7336600,7391700,7451000
Urban population,SP.URB.TOTL,Hungary,HUN,6800940,6780138,6757831,6735415,6710863,6684288,6655715,6623887,6593735,6588305,6611324,6633742,6660205,6694281,6737243,6779707,6820246,6861506,6891116,6916190,6912310,6920508,6928924,6939335,6946267,6955524,6974963
Urban population,SP.URB.TOTL,Iceland,ISL,237854,240747,243303,245081,246857,249329,252455,255931,259836,263687,266425,268644,271378,276072,283000,290623,296449,297832,297604,298556,300190,303150,306653,309974,314424,322016,330898
Urban population,SP.URB.TOTL,India,IND,236274336,242896347,249629427,256470882,263440889,270523260,277707329,284978105,292322757,300118526,308796506,317584393,326495070,335503761,344622641,353850624,363154576,372465918,381763164,391040056,400416922,409907903,419567353,429428650,439501314,449795398,460304169
Urban population,SP.URB.TOTL,Indonesia,IDN,61396542,64522968,67741186,71046003,74433223,77897524,81452540,85098301,88840036,91738483,94698442,97720470,100811245,103961907,107178769,110459095,113814306,117243823,120709136,124016434,127396101,130825451,134286663,137751866,141211677,144655573,148088731
Urban population,SP.URB.TOTL,"Iran, Islamic Rep.",IRN,33888650,34949748,35978703,37010599,38054097,39051701,40038693,41030618,42026536,43031115,44050014,45078316,46107031,47130045,48145860,49125151,50093532,51080199,52095517,53140091,54203642,55292635,56418320,57580314,58781877,60016532,61266717
Urban population,SP.URB.TOTL,Iraq,IRQ,12759908,13107822,13475507,13858717,14255733,14665744,15123548,15606187,16094909,16594706,17104296,17607003,18080764,18513374,18889524,19223310,19565438,19985684,20552598,21282804,22141873,23075657,24005087,24872486,25661856,26391349,27085314
Urban population,SP.URB.TOTL,Ireland,IRL,2038731,2056779,2072766,2091287,2116049,2146414,2178016,2211944,2250951,2296510,2345367,2394915,2450379,2515791,2595694,2680715,2744952,2782090,2806411,2827835,2849043,2873286,2903635,2940510,2983355,3026107,3074684
Urban population,SP.URB.TOTL,Isle of Man,IMN,36881,36976,37102,37353,37748,38255,38823,39377,39874,40278,40609,40913,41258,41676,42204,42802,43393,43857,44120,44152,43997,43753,43549,43485,43600,43860,44212
Urban population,SP.URB.TOTL,Israel,ISR,4639645,4769938,4900510,5038520,5176476,5311285,5438029,5582264,5735757,5876682,6000381,6113918,6227239,6342289,6459778,6579915,6702316,6869011,7000447,7136149,7274496,7417238,7566988,7724692,7884198,8045513,8209306
Urban population,SP.URB.TOTL,Italy,ITA,37907512,37964793,38006634,38041344,38086153,38140443,38185563,38226137,38277624,38333314,38447500,38686985,39006818,39267369,39454178,39722857,40056298,40308358,40502481,40641670,40894259,41548775,42109853,42247229,42351339,42462869,42559879
Urban population,SP.URB.TOTL,Jamaica,JAM,1227964,1245671,1263930,1282435,1301192,1320251,1339265,1357777,1375505,1392265,1407037,1420748,1434040,1447021,1459784,1472255,1484711,1497367,1510428,1524025,1538501,1553709,1569365,1585235,1601281,1617507,1633950
Urban population,SP.URB.TOTL,Japan,JPN,96566243,97049554,97489878,97888236,98272808,98667335,99095072,99434460,99760751,101706485,104055019,106256267,108136910,109856670,111383848,112827761,114107975,115228215,116302928,116416235,116331281,116262976,116208079,116182717,116145370,116053379,115920900
